"Time","Measure"
1970-01-01 01:00:00,12.3305026452447
1970-01-01 02:00:00,14.2867004994605
1970-01-01 03:00:00,17.4455395697591
1970-01-01 04:00:00,9.36503763259407
1970-01-01 05:00:00,8.64461710236303
1970-01-01 06:00:00,26.2780902897003
1970-01-01 07:00:00,10.4265144826155
1970-01-01 08:00:00,14.0814252196012
1970-01-01 09:00:00,12.8813736878286
1970-01-01 10:00:00,23.6951527312041
1970-01-01 11:00:00,6.69785295311537
1970-01-01 12:00:00,10.4086335432861
1970-01-01 13:00:00,22.569397668888
1970-01-01 14:00:00,8.77466267267745
1970-01-01 15:00:00,10.9159465180401
1970-01-01 16:00:00,12.4883696404839
1970-01-01 17:00:00,7.4371450781757
1970-01-01 18:00:00,11.801055843138
1970-01-01 19:00:00,14.9520687293828
1970-01-01 20:00:00,15.9506539010459
1970-01-01 21:00:00,9.0410527198194
1970-01-01 22:00:00,11.4069513017183
1970-01-01 23:00:00,4.5768247305787
1970-01-02 00:00:00,7.21840045871924
1970-01-02 01:00:00,12.2277581011304
1970-01-02 02:00:00,10.2776942111179
1970-01-02 03:00:00,19.8074909743229
1970-01-02 04:00:00,22.4590211245951
1970-01-02 05:00:00,22.7010482160076
1970-01-02 06:00:00,19.0244737844508
1970-01-02 07:00:00,7.17411465653378
1970-01-02 08:00:00,10.396235981961
1970-01-02 09:00:00,12.1788419219451
1970-01-02 10:00:00,15.4704022666181
1970-01-02 11:00:00,11.3500082445633
1970-01-02 12:00:00,10.9468880400973
1970-01-02 13:00:00,6.69228037776405
1970-01-02 14:00:00,11.560892770785
1970-01-02 15:00:00,13.2637506464813
1970-01-02 16:00:00,12.2894623243251
1970-01-02 17:00:00,10.6579603518437
1970-01-02 18:00:00,20.7879545327035
1970-01-02 19:00:00,10.3769931529682
1970-01-02 20:00:00,15.0233255732648
1970-01-02 21:00:00,18.8694006383538
1970-01-02 22:00:00,10.4706722045477
1970-01-02 23:00:00,6.29304096683795
1970-01-03 00:00:00,12.5064192510584
1970-01-03 01:00:00,11.3063308713477
1970-01-03 02:00:00,17.6810166736024
1970-01-03 03:00:00,12.2496869933518
1970-01-03 04:00:00,16.9472309597067
1970-01-03 05:00:00,9.09321619827232
1970-01-03 06:00:00,20.3015857214373
1970-01-03 07:00:00,14.8080345317049
1970-01-03 08:00:00,15.2441284510546
1970-01-03 09:00:00,9.3512763220063
1970-01-03 10:00:00,12.9594958555805
1970-01-03 11:00:00,14.3738045986784
1970-01-03 12:00:00,16.9195370518083
1970-01-03 13:00:00,15.6362067791665
1970-01-03 14:00:00,19.0437858656866
1970-01-03 15:00:00,11.5792899630333
1970-01-03 16:00:00,15.6027164628064
1970-01-03 17:00:00,8.96567924709902
1970-01-03 18:00:00,13.992702941
