"Date","m1","m2","m1_pred","m2_pred"
1970-01-01,0.54030230586814,0.693147180559945,0.603281332713351,0.588915555999217
1970-01-02,-0.416146836547142,1.09861228866811,-0.409003010272866,1.04057528013279
1970-01-03,-0.989992496600445,1.38629436111989,-1.12903942466137,1.28538337356266
1970-01-04,-0.653643620863612,1.6094379124341,-0.71251194915829,1.74324620979709
1970-01-05,0.283662185463226,1.79175946922805,0.292271828522823,1.80190316944358
1970-01-06,0.960170286650366,1.94591014905531,1.0235675224296,1.90096300817127
1970-01-07,0.753902254343305,2.07944154167984,0.869132774203841,2.09484738406677
1970-01-08,-0.145500033808614,2.19722457733622,-0.0831047855115772,2.02842013416376
1970-01-09,-0.911130261884677,2.30258509299405,-0.789882160001496,2.40204057788988
1970-01-10,-0.839071529076452,2.39789527279837,-0.80566390823837,2.28840713946075
1970-01-11,0.00442569798805079,2.484906649788,-0.096091523558031,2.39800942809098
1970-01-12,0.843853958732492,2.56494935746154,0.674324544121926,2.51925061361065
1970-01-13,0.907446781450196,2.63905732961526,0.984681219292028,2.6651217765254
1970-01-14,0.136737218207834,2.70805020110221,-0.0217280211250221,2.8194421707996
1970-01-15,-0.759687912858821,2.77258872223978,-0.745228935855913,2.630713241079
1970-01-16,-0.957659480323385,2.83321334405622,-1.03454435846234,2.84645183281682
1970-01-17,-0.275163338051597,2.89037175789616,-0.300705259632515,2.92113560702595
1970-01-18,0.66031670824408,2.94443897916644,0.656656513620933,2.83990020555084
1970-01-19,0.988704618186669,2.99573227355399,0.873142911977706,2.93424745239619
1970-01-20,0.408082061813392,3.04452243772342,0.572669680591308,3.1219576738556
1970-01-21,-0.547729260224268,3.09104245335832,-0.552441721835837,3.18318991769419
1970-01-22,-0.999960826394637,3.13549421592915,-1.01152048864747,3.07695607155503
1970-01-23,-0.532833020333398,3.17805383034795,-0.555982630309971,3.22018066313804
1970-01-24,0.424179007336997,3.2188758248682,0.588907417492731,3.26254208579011
1970-01-25,0.991202811863474,3.25809653802148,0.794330087219201,3.18341753651296
1970-01-26,0.64691932232864,3.29583686600433,0.651662286344951,3.28384738466711
1970-01-27,-0.292138808733836,3.3322045101752,-0.302890795993977,3.25484536960203
1970-01-28,-0.962605866313567,3.36729582998647,-1.00834922634894,3.36445665624737
1970-01-29,-0.748057529689,3.40119738166216,-0.857851339024325,3.3132490579446
1970-01-30,0.154251449887584,3.43398720448515,0.304571420906597,3.57638344519586
1970-01-31,0.914742357804531,3.46573590279973,1.02614340857834,3.49765655334006
1970-02-01,0.83422336050651,3.49650756146648,0.803428049003148,3.54005931233414
1970-02-02,-0.0132767472230595,3.52636052461616,-0.0249639138811213,3.71863502717889
1970-02-03,-0.848570274784605,3.55534806148941,-0.918537867110426,3.47561967914849
1970-02-04,-0.903692205091507,3.58351893845611,-0.92866373915577,3.58514686212431
1970-02-05,-0.127963689627405,3.61091791264422,-0.163653334514229,3.62215931755022
1970-02-06,0.765414051945343,3.63758615972639,0.698853615429883,3.77606541657792
1970-02-07,0.955073644047295,3.66356164612965,0.916992806837431,3.70228116437486
1970-02-08,0.266642932359937,3.68887945411394,0.351929934106915,3.50789593896046
1970-02-09,-0.666938061652262,3.71357206670431,-0.592312460778644,3.82636982145129
1970-02-10,-0.987339277523826,3.73766961828337,-0.995342516801118,3.63652229694772
1970-02-11,-0.399985314988351,3.76120011569356,-0.420994010699995,3.69031991505429
1970-02-12,0.555113301520626,3.78418963391826,0.355852389715371,3.83306553113088
1970-02-13,0.999843308647691,3.80666248977032,1.01789414877044,4.03685851312605
1970-02-14,0.52532198881773,3.8286413964891,0.565108925456419,3.96375339219184
1970-02-15,-0.432177944884778,3.85014760171006,-0.320231087226765,3.87819396363511
1970-02-16,-0.992335469150929,3.87120101090789,-1.04563679381945,3.86240859982324
1970-02-17,-0.6401443394692,3.89182029811063,-0.608853283805804,3.89073521561305
1970-02-18,0.300592543743637,3.91202300542815,0.364606538350675,3.88503587693656
1970-02-19,0.964966028492113,3.93182563272433,0.947730241276325,4.08513950873354
1970-02-20,0.742154196813783,3.95124371858143,0.689084164925857,4.04625539813455
1970-02-21,-0.162990780795705,3.97029191355212,-0.218808057674054,4.0703476417721
1970-02-22,-0.918282786212119,3.98898404656427,-0.854176432530651,4.14445457938102
1970-02-23,-0.82930983286315,4.00733318523247,-0.894975947428926,3.74034488633894
1970-02-24,0.0221267562619557,4.02535169073515,0.109534305851047,3.9605669900678
1970-02-25,0.853220107722584,4.04305126783455,1.00691935236812,3.93501074123976
1970-02-26,0.899866826969194,4.06044301054642,0.934594106375996,4.02257689895163
1970-02-27,0.119180135448819,4.07753744390572,0.175688162060039,4.01800763364796
1970-02-28,-0.771080222975845,4.0943445622221,-0.928742822393998,4.03804928414338
1970-03-01,-0.952412980415156,4.11087386417331,-0.957057193783185,4.00146834324142
1970-03-02,-0.258101635938267,4.12713438504509,-0.38459319354194,4.01091651302439
1970-03-03,0.673507162323586,4.14313472639153,0.763463409720179,4.14477092741772
1970-03-04,0.98589658158255,4.15888308335967,1.29876482641799,4.15163995178015
1970-03-05,0.39185723042955,4.17438726989564,0.289189875697512,4.1294007590077
1970-03-06,-0.562453851238172,4.18965474202643,-0.529116814919416,4.29049881763868
1970-03-07,-0.99964745596635,4.20469261939097,-0.978346444788048,4.36758491568377
1970-03-08,-0.517769799789505,4.21950770517611,-0.56826963531619,4.35029939228574
1970-03-09,0.440143022496041,4.23410650459726,0.514193297548477,4.2600377783889
1970-03-10,0.993390379722272,4.24849524204936,0.844923844816618,4.34732712168028
1970-03-11,0.6333192030863,4.26267987704132,0.448078306472182,4.14629764207243
1970-03-12,-0.309022728166071,4.27666611901606,-0.275935059834542,4.24667160016668
1970-03-13,-0.967250588273882,4.29045944114839,-0.788015576724604,4.43404541590767
1970-03-14,-0.736192718227316,4.30406509320417,-0.604561944991548,4.30798501468068
1970-03-15,0.171717341830778,4.31748811353631,0.151562232007706,4.2496739847728
1970-03-16,0.921751269724749,4.33073334028633,1.04578598534074,4.25717221569205
1970-03-17,0.824331331107558,4.34380542185368,0.790504522452347,4.34337141192205
1970-03-18,-0.0309750317312165,4.35670882668959,-0.10649220024438,4.26939483527321
1970-03-19,-0.857803093244988,4.36944785246702,-0.666748917615811,4.47105638844058
1970-03-20,-0.895970946790963,4.38202663467388,-0.8013487734779,4.30218427146758
1970-03-21,-0.110387243839048,4.39444915467244,0.0212575252054835,4.23901325141436
1970-03-22,0.776685982021631,4.40671924726425,0.71582722038618,4.45036393128754
1970-03-23,0.949677697882543,4.4188406077966,0.972628673566799,4.40035870034763
1970-03-24,0.249540117973338,4.43081679884331,0.338895793296642,4.34340751598162
1970-03-25,-0.680023495587339,4.44265125649032,-0.783876700373141,4.34911349864002
1970-03-26,-0.984376643394042,4.45434729625351,-1.03774756252085,4.64494048722873
1970-03-27,-0.383698444949742,4.46590811865458,-0.504647087437458,4.63564323097838
1970-03-28,0.569750334265312,4.47733681447821,0.582577071284876,4.4768148638666
1970-03-29,0.999373283695125,4.48863636973214,0.828230894415124,4.52824715348191
1970-03-30,0.510177044941669,4.49980967033027,0.550424706096673,4.52641598002842
1970-03-31,-0.44807361612917,4.51085950651685,-0.378699851036453,4.42545886276105
1970-04-01,-0.994367460928201,4.52178857704904,-1.12248894258303,4.53476673104941
1970-04-02,-0.626444447910339,4.53259949315326,-0.386277058771178,4.51777326848599
1970-04-03,0.317428701519702,4.54329478227,0.331245970344121,4.47237855153226
1970-04-04,0.969459366669988,4.55387689160054,1.14539228946913,4.54769912697903
1970-04-05,0.73017356099482,4.56434819146784,0.781652058442209,4.639743638709
1970-04-06,-0.180430449291084,4.57471097850338,-0.211032419423031,4.49133219088025
1970-04-07,-0.925147536596414,4.58496747867057,-0.751506691379123,4.87465756998815
1970-04-08,-0.819288245291459,4.59511985013459,-0.913768215280036,4.81996958696469
1970-04-09,0.0398208803931389,4.60517018598809,-0.0461429272359639,4.48749213499934
1970-04-10,0.862318872287684,4.61512051684126,0.879897396544304,4.69105267949492
1970-04-11,0.89200486978816,4.62497281328427,0.850043596541607,4.59344042030941
1970-04-12,0.101585703696621,4.63472898822964,0.11616046946013,4.59922379053578
1970-04-13,-0.782230889887116,4.64439089914137,-0.738621280021411,4.66616221260163
1970-04-14,-0.946868010751213,4.65396035015752,-1.00433288437009,4.69846981868431
1970-04-15,-0.240959049236201,4.66343909411207,-0.43698042248533,4.60476287356202
1970-04-16,0.686486550906984,4.67282883446191,0.910887594700161,4.64956883545369
1970-04-17,0.982779582041221,4.68213122712422,0.949354879110899,4.65677479072316
1970-04-18,0.375509597767012,4.69134788222914,0.526737138912936,4.81031595838132
1970-04-19,-0.577002178942952,4.70048036579242,-0.519974584696894,4.65928678521844
1970-04-20,-0.999020813314648,4.70953020131233,-0.866777927730741,4.59321545855082
1970-04-21,-0.502544319145385,4.71849887129509,-0.584448975239896,4.72346098967247
1970-04-22,0.455969104444276,4.72738781871234,0.49200258034276,4.74563318645957
1970-04-23,0.995266636217131,4.7361984483945,0.911974089623753,4.44559196362876
1970-04-24,0.61952061255921,4.74493212836325,0.711736413823952,4.66047203929239
1970-04-25,-0.325809805219964,4.75359019110636,-0.12738273219292,4.83975757021788
1970-04-26,-0.971592190628802,4.76217393479776,-1.13978680553442,4.79859969494687
1970-04-27,-0.724097196700474,4.77068462446567,-0.673070253191175,4.9581329733254
1970-04-28,0.189129420528958,4.77912349311153,0.0640937342280884,4.82506820104191
1970-04-29,0.928471320739076,4.78749174278205,0.92887944019545,4.72678419614702
1970-04-30,0.814180970526562,4.79579054559674,0.799693545061471,4.53745395883192
1970-05-01,-0.0486636092001539,4.80402104473326,-0.0920973238822954,4.79394683821832
1970-05-02,-0.86676709105198,4.81218435537242,-0.823665479420794,4.91323392939291
1970-05-03,-0.887968906691855,4.82028156560504,-0.804061583512772,4.82336453455065
1970-05-04,-0.0927762045976609,4.8283137373023,-0.0982365416145557,4.89711367549871
1970-05-05,0.787714512144234,4.83628190695148,0.738156721323192,4.67034519395579
1970-05-06,0.943984139152314,4.84418708645859,0.836303161332101,4.81686672118425
1970-05-07,0.232359102029658,4.85203026391962,0.183782616793872,4.86414887951883
1970-05-08,-0.692895821920165,4.85981240436167,-0.713419192531261,4.82595092739957
1970-05-09,-0.981105522649388,4.86753445045558,-0.864247479309599,4.80192253222725
1970-05-10,-0.367291330454696,4.87519732320115,-0.388038590264304,4.83783883283001
1970-05-11,0.584208817109289,4.88280192258637,0.40993304041759,4.96267910537467
1970-05-12,0.998590072439991,4.89034912822175,1.02939591457547,4.75495147612102
1970-05-13,0.49487222040343,4.89783979995091,0.443730847073049,4.91105304263943
1970-05-14,-0.463828868851872,4.90527477843843,-0.41159275339228,5.03691317373566
1970-05-15,-0.996087835141185,4.91265488573605,-1.03908181134827,4.88321997657503
1970-05-16,-0.6125482394961,4.91998092582813,-0.655476390055318,4.79058916761575
1970-05-17,0.334165382630761,4.92725368515721,0.284845012134394,4.7851406000319
1970-05-18,0.973648893049518,4.93447393313069,0.824607233336948,4.73874531856748
1970-05-19,0.717964101410472,4.9416424226093,0.846712913504532,4.84999866458487
1970-05-20,-0.197813574004268,4.94875989037817,-0.0187697246384614,4.90858508393046
1970-05-21,-0.93172236174352,4.95582705760126,-0.869768363874158,5.05925326352513
1970-05-22,-0.809009906953598,4.96284463025991,-0.796096433097329,5.10263085522855
1970-05-23,0.0575025253491242,4.969813299576,0.06171242780231,4.93285022260039
1970-05-24,0.871147401032343,4.97673374242057,0.878930291323863,4.98682559097369
1970-05-25,0.8838633737085,4.98360662170834,0.857020572154799,4.85016480592586
1970-05-26,0.0839594367418485,4.99043258677874,0.0341944830766382,4.79157240772817
1970-05-27,-0.793136419166478,4.99721227376411,-0.782861746314641,4.95330857692841
1970-05-28,-0.941026309029144,5.00394630594546,-0.884861668215865,5.09250766207509
1970-05-29,-0.223740950135584,5.01063529409626,-0.176064034428074,4.96954504187815
